159
t_index tf-idf
42 0.055957092473124616
67 0.10305738236562524
160 0.07260725948553585
197 0.05185949657947977
219 0.061177996874860884
297 0.17344057616337719
405 0.015259567684634894
437 0.03941590529791968
492 0.24015850500167543
525 0.026192237491469705
558 0.08816623133557998
578 0.05103094783031882
620 0.05902471476066503
732 0.03159169680840951
738 0.07260725948553585
782 0.0468230027734649
824 0.07543793592203886
895 0.06123981237164309
1059 0.04138255357383086
1081 0.035901312296700835
1180 0.04898850607920616
1189 0.05103094783031882
1199 0.09301257008958311
1222 0.05820844488101682
1338 0.02675948100811024
1476 0.052433388556972105
1616 0.08863998444390124
2046 0.13881119950250667
2215 0.05459624417347626
2229 0.024397673839087124
2233 0.09278113041409959
2348 0.04305307276480879
2388 0.04186794875993515
2421 0.038990487460743774
2455 0.05902471476066503
2541 0.06032146858451912
2593 0.05157913924564239
2667 0.040448637982787035
2804 0.04340621919992108
2862 0.05560730954176237
2896 0.04340621919992108
2931 0.036139796800273565
3049 0.04122356514627308
3129 0.047150668658453625
3167 0.043766290514411034
3182 0.07015521602352039
3244 0.10305738236562524
3333 0.062206511811916186
3543 0.03955992994738031
3631 0.023897968210587445
3680 0.04090965923447453
3721 0.025846407144590258
3790 0.09032908695208412
3876 0.023113876578668816
3928 0.07350319564489817
3966 0.04090965923447453
4033 0.08507153915986801
4135 0.08005283500055847
4166 0.09895978647198041
4241 0.017036720817932
4342 0.05987896407199474
4439 0.025846407144590258
4735 0.0821318828861587
4807 0.020073526150604617
4967 0.053025796340088756
5319 0.06032146858451912
5409 0.022820998780633865
5479 0.02420868710748018
5697 0.0578135253877924
5780 0.0349771903318476
5851 0.04358537231529619
5903 0.11578567777916635
5960 0.04998134509495664
6439 0.09301257008958311
6509 0.014284973130069338
6578 0.09505687695274809
6640 0.04508522997425129
6680 0.021102537559707486
6716 0.04450833283372596
6721 0.08288351143706149
6727 0.03531830940427484
6909 0.11975792814398949
6957 0.03140526831707865
6960 0.026192237491469705
7010 0.07878591554341666
7137 0.025846407144590258
7294 0.039851413030526264
7359 0.032066220594385846
7458 0.18556226082819918
7526 0.07899724234868345
7758 0.043827994420936885
7762 0.0578135253877924
7787 0.10371899315895954
7854 0.018446567764473863
7864 0.04188892311820871
7876 0.028259338667065335
7953 0.07648753865740104
8106 0.03941590529791968
8107 0.06067274908355024
8108 0.10179622154284419
8179 0.011355472513747465
8264 0.09430133731690725
8280 0.08141368330020683
8341 0.11578567777916635
8436 0.0578135253877924
8617 0.01503002658738632
8905 0.028181363820933416
8947 0.08816623133557998
8975 0.08623149105843929
9157 0.09301257008958311
9231 0.03265232509118913
9340 0.08288351143706149
9732 0.03367275697264547
10003 0.2315713555583327
10213 0.04608892506402302
10225 0.06757402597910708
10362 0.10699765611320503
10371 0.06881276987258168
10439 0.05560730954176237
10759 0.03662626362412856
10964 0.04186794875993515
10965 0.05667730433771222
10976 0.04508522997425129
11039 0.05492711886702018
11056 0.05427122597772463
11183 0.07063661880854968
11190 0.023977487686912914
11275 0.01992402967764802
11415 0.06123981237164309
11516 0.04305307276480879
11642 0.02147676110959176
11688 0.10260599594334498
11744 0.042535769579934005
11766 0.11578567777916635
11798 0.0928419395842423
11826 0.04106594144307935
11901 0.43228797059583496
11969 0.030442222048291577
12000 0.022820998780633865
12022 0.11975792814398949
12036 0.21614398529791748
12043 0.1035960111355985
12161 0.02236189865137027
12182 0.04737058803755066
12270 0.03606296403286429
12583 0.06605762012987554
12608 0.010924828520719593
12621 0.028103718679152345
12801 0.04287901412822126
12880 0.12645388738674507
12927 0.02491135904568755
12947 0.08473304738729692
12964 0.0302375418015898
12997 0.07878591554341666
13096 0.03453200371186617
13224 0.027569205513006532
13370 0.028716265566604844
13386 0.05130299797167249
13418 0.03927300147420922
