345
t_index tf-idf
70 0.08180228583087183
77 0.0440882851452886
86 0.01993498787998557
107 0.019652601864401972
138 0.045077475752729745
139 0.021157999236807563
195 0.03442157223717864
219 0.031278978685507365
296 0.026371291632534894
361 0.0716585757222085
398 0.01782565340408865
405 0.007801884938045173
408 0.024219550969890542
437 0.020152494763852304
485 0.0488842365120286
501 0.03476301449193586
571 0.023051097117161218
611 0.05246021321492378
633 0.05919869777282248
730 0.039675596268337394
751 0.03155445776327112
761 0.03409211291607249
782 0.011969791269387579
784 0.021406171234188583
819 0.06952602898387172
923 0.04319345339482381
953 0.047436973240168705
1059 0.021157999236807563
1138 0.05269099727132745
1178 0.028977872517754705
1357 0.05539193701352363
1468 0.031072884142298536
1501 0.08227175745560762
1507 0.02335561983066979
1527 0.03668575289332878
1532 0.039675596268337394
1562 0.01754369145531969
1573 0.04618329676983242
1648 0.03346597246070802
1680 0.010366047254536223
1694 0.014408518148879145
1701 0.01835555983317413
1761 0.05269099727132745
1817 0.06570639827431751
1852 0.05919869777282248
1853 0.024219550969890542
1869 0.06570639827431751
1874 0.0977684730240572
1901 0.039675596268337394
1985 0.01615214720302983
2071 0.02860964386182854
2101 0.016593469412976677
2178 0.03259871379097535
2240 0.036268411864341446
2268 0.02671178125908967
2314 0.039675596268337394
2388 0.14984319863932008
2389 0.15655291802012358
2414 0.045077475752729745
2437 0.02201209935184093
2500 0.06570639827431751
2535 0.04960576620505937
2554 0.02900528364748295
2571 0.02760021020284079
2576 0.060787784817795724
2582 0.01644404513573724
2659 0.04402419870368186
2667 0.02068050851533011
2697 0.03712251197937482
2806 0.03806215826476615
2841 0.040712991169087526
2868 0.022659847704524862
2874 0.0155043988503459
2878 0.07954389671185413
2886 0.024448553231141975
2901 0.02256453087323604
2927 0.0191120999853249
2982 0.01654339661566619
3007 0.03758058464379357
3105 0.04618329676983242
3173 0.04319345339482381
3450 0.030841054407078704
3523 0.01654339661566619
3563 0.0881765702905772
3616 0.05453224676599937
3619 0.026091013289480318
3631 0.04887404468733496
3641 0.05059598564678363
3651 0.03316789576684236
3687 0.04332216349951181
3700 0.02955879761865625
3721 0.013214705604471827
3766 0.03259871379097535
3803 0.03758058464379357
3804 0.06570639827431751
3823 0.02955879761865625
3845 0.02916754820601989
3848 0.06570639827431751
3855 0.047436973240168705
3876 0.011817622180773205
3957 0.049780408238930034
3965 0.04618329676983242
3969 0.032326560612634815
4074 0.03411312815314865
4110 0.02916754820601989
4113 0.040929272738673673
4225 0.020450571457717958
4241 0.017421009335269983
4276 0.035868835509038535
4311 0.05110874849648931
4338 0.03180483599429902
4407 0.05919869777282248
4436 0.02295174563723227
4437 0.06122962295575957
4439 0.013214705604471827
4490 0.05919869777282248
4502 0.03180483599429902
4511 0.026091013289480318
4585 0.4313323513474078
4587 0.024924028360674998
4692 0.06570639827431751
4778 0.01765546214729312
4856 0.03236780490984538
