68
t_index tf-idf
72 0.10336853577864259
136 0.09405061781198415
1231 0.0864763574600169
1907 0.0703228969752771
1985 0.05033855080211023
2213 0.12755705165085873
2308 0.29502065363511126
2447 0.0927499645721757
2453 0.11712078558259732
2652 0.06168452371800777
2817 0.1072756483066658
2898 0.053990858700784614
3045 0.15234888539286787
3123 0.05094186867190321
3251 0.10624888049900122
3308 0.13206748204867494
3604 0.12553832850843674
3891 0.0864763574600169
3920 0.3153671845419664
4068 0.047904786941597687
4284 0.15234888539286787
4375 0.09499110235877821
4495 0.1576835922709832
4587 0.07767632699581442
4602 0.11862162122256335
4753 0.07918090715225637
5307 0.1576835922709832
5442 0.04643143827408701
6142 0.09912052758852315
6352 0.38917632607534847
6412 0.1576835922709832
6413 0.08752146427174594
6576 0.0484594932233261
6698 0.11403474314836767
6716 0.07092005811069137
6851 0.08860528743715809
6908 0.07714876685495983
7775 0.04565800434355163
7876 0.04502873535895156
7933 0.23424157116519465
7960 0.09405061781198415
8008 0.16093018284446933
8039 0.09150467536028907
8093 0.06671284161827995
8108 0.023171885505566862
8617 0.0239490066492666
8621 0.07092005811069137
8655 0.08497552182005087
9187 0.05573303273682032
9443 0.18678612949178058
9617 0.057585542436715376
9746 0.0589558206469776
10225 0.017945530436270205
10378 0.06103185992922948
10499 0.1052569251642438
10771 0.10336853577864259
10962 0.09090135749049609
11418 0.08354792746995877
11488 0.11059163204235911
11519 0.1072756483066658
11943 0.04709196022862408
12069 0.09912052758852315
12161 0.07126338152207118
12608 0.017407739724451757
12836 0.07692603255246913
13055 0.05646002367461163
13258 0.10833976121196791
13261 0.18944657671423176
