51
t_index tf-idf
213 0.1074498652197021
471 0.19998589982517295
578 0.2315051889182722
782 0.053103893635459705
1311 0.2794474412908644
1346 0.17870869577638177
2229 0.1660224333887989
2554 0.04289391137564592
3318 0.27164478574473244
3830 0.10645809032192911
3976 0.13294105484132068
4116 0.0931491470969548
4461 0.12855556042934643
4520 0.09459807850442348
4580 0.275709257965032
5127 0.08421217801188123
5270 0.05216179194031035
5474 0.05800986069457294
6509 0.03240235135515494
6698 0.08116644718537062
7115 0.13582239287236622
7137 0.0586269472082189
7541 0.14341655570585665
7775 0.12999189179805162
7793 0.07543797654632724
7794 0.1169960473300277
8011 0.16886249380116303
8108 0.032986080717979316
8212 0.07985237675957345
9041 0.15422586597219395
9716 0.20489186688428615
9792 0.1760205000020046
10119 0.06219471727963848
10225 0.0766384827020941
10444 0.08537736106113568
10604 0.07230135487020349
10731 0.048593028781263016
10856 0.06918374727378644
11551 0.29150596753113095
11643 0.08940639935515983
11798 0.07019724199014728
11896 0.1945234154652602
11953 0.2019149249465291
11970 0.23376323376656777
12270 0.02726699403775292
12608 0.024780594895067586
12621 0.06374716695206728
12964 0.06858728011947908
13016 0.04452329426726992
13195 0.13682611801489905
13377 0.12644645649451083
