27
t_index tf-idf
204 0.14776428710061776
1831 0.09656971023155281
1867 0.18776796959181405
2150 0.16574371893619158
2786 0.2686008939407494
3532 0.31467487583740256
3812 0.2692958826665282
4918 0.25616487495819973
5318 0.09487270570848762
5409 0.05672508038601429
5795 0.2606624021494954
6032 0.25922476097165104
6453 0.23765775904843464
6576 0.07559474120456963
6727 0.08778905600554825
6957 0.07806259432178773
7175 0.2523577406133827
7271 0.15848334392045113
7397 0.15222091342267707
8121 0.21915064313866958
9245 0.22912213477530172
9832 0.23062168013046497
10228 0.1850446664033579
10624 0.14468598621645642
11007 0.1275214425083028
11865 0.08583457302964478
12000 0.17017524115804286
