125
t_index tf-idf
70 0.05194598726565635
219 0.03972547739899226
405 0.0198173736356331
871 0.09933322905143063
974 0.07559444178210774
1074 0.04724800829947564
1092 0.28537962174480536
1150 0.05292751749775177
1235 0.13383908997018001
1680 0.026330538478723665
1797 0.044703824257520126
1913 0.048379981652217956
2070 0.06886381319024029
2146 0.03503436605510348
2176 0.08500608322222072
2266 0.09545750715957055
2268 0.06784993035507607
2380 0.07953123366443228
3130 0.09429396819236671
3241 0.10396342639478334
3422 0.07457948783291679
3560 0.06458108899130831
3631 0.0310359359419182
3635 0.07776392021408451
3737 0.07360597232724327
3805 0.060124471358236876
3874 0.06847603524393854
4404 0.05239901236139767
4465 0.036197905022307325
4576 0.07892745918128835
4715 0.07611423538658636
4752 0.09429396819236671
4753 0.032267594406021845
4778 0.04484619971470015
4983 0.06239741120300616
5103 0.04709059638641038
5230 0.060951646240821174
5235 0.07776392021408451
5442 0.03784323448165457
5461 0.08659652699970256
5479 0.03143946195278778
5524 0.05272795300058952
5726 0.05804943985463461
6014 0.10573073984513111
6092 0.1462674457414636
6142 0.08078667185227421
6249 0.05063636625977679
6470 0.07221638599703077
6509 0.018551682180263332
6566 0.030876418168262244
6578 0.04114965085382281
6666 0.050455013155820225
6717 0.08743337841650115
6896 0.2194292305861669
6960 0.0680309386804377
6986 0.040073626914167416
7037 0.06965881408168491
7137 0.03356634461137405
7363 0.30057835553793744
7377 0.07559444178210774
7526 0.034197514638304886
7760 0.09429396819236671
7787 0.13469831406904328
7854 0.02395628324724393
7864 0.02720026077356441
8179 0.014747183292793242
8218 0.21138264531619852
8248 0.05374290694978046
8284 0.0731337228707318
8617 0.03903854405202447
8653 0.05480298450419179
8831 0.04253434582554335
8875 0.12416963176776337
8948 0.029114783445943197
9022 0.016551836758458425
9025 0.0382729365259096
9028 0.12851324774798406
9160 0.05081910905623945
9225 0.09545750715957055
9276 0.03904406480633045
9328 0.1298200592610003
9360 0.05156441403338567
9448 0.06425662387399203
9579 0.13543779611410248
9711 0.09668074032125695
9835 0.11730904199189782
9905 0.09933322905143063
10225 0.02925246089464567
10439 0.07221638599703077
10455 0.07408776281938667
10457 0.12134544242074974
10667 0.12416963176776337
10674 0.0883006673846479
10698 0.08280318107314844
10837 0.10312882806677134
11103 0.07221638599703077
11204 0.0525300446594225
11245 0.04991908457403842
11293 0.09013602030552546
11307 0.12416963176776337
11361 0.2438065849632847
11386 0.06491002963050015
11535 0.057075924348961075
11697 0.12851760311613494
11897 0.04647113770786789
11904 0.059882179459171396
11928 0.06558184358417388
11969 0.05930229162756945
12029 0.15667718848853107
12036 0.05614059591028453
12161 0.029041065247384666
12277 0.12851760311613494
12755 0.05614059591028453
12902 0.05731560293168577
12968 0.05731560293168577
12996 0.11730904199189782
13016 0.025491421774035083
13031 0.03871052344980131
13096 0.04484619971470015
13212 0.05906439380382555
13214 0.11824777255482181
13217 0.04888205952818283
13228 0.07267064388856673
13370 0.018646693534001304
13418 0.05100326300795823
